location,Basel,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Cloud Cover Total,Sunshine Duration,Shortwave Radiation
unit,°C,%,%,min,W/m²
level,2 m elevation corrected,2 m,sfc,sfc,sfc
resolution,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Cloud Cover Total,Basel Sunshine Duration,Basel Shortwave Radiation
20220703T1600,30.980246,31.223003,29.0,41.48936,546.0
20220703T1700,30.790245,31.985582,12.0,52.340427,438.0
20220703T1800,30.600245,29.939608,7.2000003,55.404255,304.0
20220703T1900,29.640245,32.02684,29.7,41.042553,208.0
20220703T2000,27.600245,38.57466,17.7,48.70213,72.0
20220703T2100,26.010244,45.706665,2.7,32.21401,4.0
20220703T2200,24.850245,52.015728,1.0,0.0,0.0
20220703T2300,21.640245,65.802574,78.0,0.0,0.0
20220704T0000,21.710245,63.184776,60.0,0.0,0.0
20220704T0100,20.570246,69.48,45.0,0.0,0.0
20220704T0200,19.160246,78.198654,62.0,0.0,0.0
20220704T0300,18.840246,81.13183,69.0,0.0,0.0
20220704T0400,18.640245,84.29773,42.0,0.0,0.0
20220704T0500,18.900246,84.11044,43.0,13.256383,1.0
20220704T0600,19.090246,82.00257,37.0,36.38298,35.0
20220704T0700,19.510244,77.39845,18.0,48.51064,107.0
20220704T0800,20.550245,73.2061,10.200001,53.489365,276.0
20220704T0900,21.950245,68.15393,10.8,53.106384,452.0
20220704T1000,23.180244,63.02217,18.0,48.51064,534.0
20220704T1100,24.570246,60.139675,55.0,24.893618,613.0
20220704T1200,25.320246,55.753593,47.0,30.0,693.0
20220704T1300,25.660246,53.040127,70.0,15.319151,712.0
20220704T1400,25.650246,51.685604,69.0,15.957448,665.0
20220704T1500,24.950245,52.58484,90.0,2.5531912,447.0
20220704T1600,24.750246,56.008312,99.0,0.0,441.0
20220704T1700,25.270245,51.855106,89.0,3.191489,353.0
20220704T1800,25.210245,51.104637,42.0,33.19149,258.0
20220704T1900,24.960245,49.59572,30.0,40.851067,167.0
20220704T2000,24.360245,50.74836,24.0,44.68085,46.0
20220704T2100,21.750246,61.091225,20.1,25.81259,4.0
20220704T2200,20.550245,65.22956,14.0,0.0,0.0
20220704T2300,19.650246,78.72472,61.0,0.0,0.0
20220705T0000,18.770245,78.140816,61.0,0.0,0.0
20220705T0100,18.490246,77.79562,50.0,0.0,0.0
20220705T0200,17.710245,81.40512,47.0,0.0,0.0
20220705T0300,17.030245,84.886444,62.0,0.0,0.0
20220705T0400,16.770245,87.26188,62.0,0.0,0.0
20220705T0500,16.130245,90.73032,78.0,4.034042,1.0
20220705T0600,17.720245,80.407715,63.0,19.787235,58.0
20220705T0700,19.370245,73.378456,47.0,30.0,190.0
20220705T0800,20.950245,67.33993,41.0,33.82979,279.0
20220705T0900,22.380245,62.560276,43.0,32.553192,460.0
20220705T1000,23.720245,54.853554,28.0,42.127663,585.0
20220705T1100,24.970245,44.059937,24.0,44.68085,668.0
20220705T1200,26.020245,38.512676,21.0,46.595745,839.0
20220705T1300,26.690245,36.568943,14.0,51.06383,844.0
20220705T1400,27.170246,34.075115,13.0,51.70213,773.0
20220705T1500,27.840246,32.10297,11.0,52.97872,801.0
20220705T1600,28.050245,29.694452,22.0,45.95745,676.0
20220705T1700,27.950245,28.20577,21.0,46.595745,500.0
20220705T1800,27.730246,27.914124,33.0,38.93617,360.0
20220705T1900,26.880245,27.58325,20.0,47.234047,220.0
20220705T2000,24.060246,37.36493,7.0,55.531918,80.0
20220705T2100,21.400246,44.78657,11.0,28.579079,5.0
20220705T2200,19.790245,51.15398,11.0,0.0,0.0
20220705T2300,18.630245,57.82049,17.0,0.0,0.0
20220706T0000,16.930244,66.584854,10.0,0.0,0.0
20220706T0100,16.540245,68.12553,4.0,0.0,0.0
20220706T0200,16.320246,68.952156,3.0,0.0,0.0
20220706T0300,16.140245,69.19318,0.0,0.0,0.0
20220706T0400,15.820246,70.2981,1.0,0.0,0.0
20220706T0500,15.5602455,71.05325,1.0,22.656382,2.0
20220706T0600,16.110247,71.58878,2.0,58.723404,64.0
20220706T0700,17.940245,61.08486,2.0,58.723404,202.0
20220706T0800,19.420246,57.939747,1.0,59.361702,366.0
20220706T0900,20.900246,53.059994,1.0,59.361702,444.0
20220706T1000,22.380245,48.317394,5.0,56.808514,656.0
20220706T1100,23.430244,44.0404,21.0,46.595745,766.0
20220706T1200,24.420246,41.2618,56.0,24.25532,858.0
20220706T1300,25.320246,38.185184,38.0,35.744682,758.0
20220706T1400,25.740246,35.691235,15.0,50.425533,733.0
20220706T1500,26.370245,33.59692,15.6,50.042553,707.0
20220706T1600,26.130245,33.665554,17.7,48.70213,596.0
20220706T1700,25.570246,33.96572,23.400002,45.06383,508.0
20220706T1800,24.380245,35.59257,16.800001,49.276596,371.0
20220706T1900,22.960245,37.02266,12.3,52.148937,197.0
20220706T2000,21.790245,36.354263,21.0,46.595745,73.0
20220706T2100,20.000246,40.298363,17.7,25.879768,4.0
20220706T2200,17.530245,50.746353,7.0,0.0,0.0
20220706T2300,16.570246,54.80381,1.8000001,0.0,0.0
20220707T0000,14.620245,65.0518,11.700001,0.0,0.0
20220707T0100,14.490245,65.066895,25.500002,0.0,0.0
20220707T0200,14.730246,63.712177,14.0,0.0,0.0
20220707T0300,14.480246,64.17983,19.0,0.0,0.0
20220707T0400,13.430245,70.48871,3.3000002,0.0,0.0
20220707T0500,12.870245,73.176384,6.0,20.689362,1.0
20220707T0600,13.940246,73.27572,8.0,54.893616,60.0
20220707T0700,16.670246,58.550335,5.0,56.808514,193.0
20220707T0800,18.940245,52.255936,13.0,51.70213,320.0
20220707T0900,21.050245,45.856766,10.0,53.61702,472.0
20220707T1000,22.510244,41.925167,28.0,42.127663,551.0
20220707T1100,23.240246,40.81553,79.0,9.574467,534.0
20220707T1200,23.870245,40.939896,97.0,0.0,436.0
20220707T1300,24.070246,42.0567,53.0,26.170214,395.0
20220707T1400,23.930244,43.44874,57.0,23.617023,336.0
20220707T1500,23.640245,45.80932,85.0,5.7446804,337.0
20220707T1600,22.640245,51.300224,80.0,8.93617,242.0
20220707T1700,21.900246,55.80736,79.0,9.574467,175.0
20220707T1800,21.720245,55.76196,74.0,12.765956,195.0
20220707T1900,21.170246,55.40203,57.0,23.617023,148.0
20220707T2000,20.500246,56.984562,81.0,8.297872,40.0
20220707T2100,18.550245,64.96543,55.0,13.0345745,3.0
20220707T2200,17.470245,68.818695,59.0,0.0,0.0
20220707T2300,17.490246,69.741806,76.0,0.0,0.0
20220708T0000,16.800245,71.529335,72.0,0.0,0.0
20220708T0100,16.030245,74.19728,90.0,0.0,0.0
20220708T0200,15.110246,78.046425,84.0,0.0,0.0
20220708T0300,15.020246,78.815956,87.0,0.0,0.0
20220708T0400,15.090245,76.95841,71.0,0.0,0.0
20220708T0500,14.670245,77.25138,60.0,7.7102838,1.0
20220708T0600,15.170245,73.15669,49.0,28.723406,38.0
20220708T0700,16.520247,64.29636,55.0,24.893618,159.0
20220708T0800,17.850245,57.624695,49.0,28.723406,344.0
20220708T0900,19.030245,53.101185,56.0,24.25532,457.0
20220708T1000,20.240246,48.37941,57.0,23.617023,538.0
20220708T1100,21.650246,44.07317,33.0,38.93617,762.0
20220708T1200,22.760244,40.429996,29.0,41.48936,821.0
20220708T1300,23.800245,36.986217,1.0,59.361702,886.0
20220708T1400,24.550245,33.69711,0.0,60.0,889.0
20220708T1500,24.980246,31.207277,0.0,60.0,820.0
20220708T1600,25.290245,30.02536,0.0,60.0,706.0
20220708T1700,25.280245,29.506895,0.0,60.0,560.0
20220708T1800,24.910246,29.341064,0.0,60.0,395.0
20220708T1900,23.910246,28.713211,0.0,60.0,227.0
20220708T2000,22.080246,32.298103,0.0,60.0,81.0
20220708T2100,19.770245,42.05861,0.0,30.95,4.0
20220708T2200,17.340246,52.829628,0.0,0.0,0.0
20220708T2300,15.830245,60.246384,0.0,0.0,0.0
20220709T0000,15.550245,61.21562,1.0,0.0,0.0
20220709T0100,14.610246,66.80365,1.0,0.0,0.0
20220709T0200,13.390245,73.2733,0.0,0.0,0.0
20220709T0300,12.610246,77.28238,0.90000004,0.0,0.0
20220709T0400,12.270246,79.79086,7.5000005,0.0,0.0
20220709T0500,11.740245,82.583664,12.6,17.766562,1.0
20220709T0600,13.910245,76.404755,16.2,49.659573,60.0
20220709T0700,16.790245,63.49647,20.1,47.170216,188.0
20220709T0800,19.220245,54.01999,25.2,43.914894,335.0
20220709T0900,21.540245,46.80884,27.900002,42.191486,491.0
20220709T1000,23.290245,40.829807,23.1,45.255318,628.0
20220709T1100,24.470245,37.58431,30.000002,40.851063,744.0
20220709T1200,25.650246,35.545128,29.400002,41.234043,840.0
20220709T1300,26.670246,33.887585,21.900002,46.021275,894.0
20220709T1400,27.500246,32.07225,18.0,48.51064,862.0
20220709T1500,28.060246,30.41115,49.0,28.723406,775.0
20220709T1600,28.140245,29.659023,41.0,33.82979,600.0
20220709T1700,28.030245,29.628382,30.000002,40.851063,429.0
20220709T1800,27.660246,28.611507,39.0,35.106384,330.0
20220709T1900,26.700245,28.777617,49.0,28.723406,207.0
20220709T2000,24.430244,34.362873,37.0,36.38298,68.0
20220709T2100,21.000246,49.347702,46.0,15.523404,3.0
20220709T2200,18.980246,58.570873,23.7,0.0,0.0
20220709T2300,17.980246,69.60836,22.5,0.0,0.0
20220710T0000,17.510244,69.83824,22.2,0.0,0.0
20220710T0100,17.890245,66.87867,25.500002,0.0,0.0
20220710T0200,17.320246,70.07904,24.6,0.0,0.0
20220710T0300,16.400246,75.5027,24.900002,0.0,0.0
20220710T0400,15.610246,81.23391,21.6,0.0,0.0
20220710T0500,15.570246,82.090744,7.0,18.155851,1.0
20220710T0600,16.560246,77.65246,19.0,47.872337,55.0
20220710T0700,17.720245,71.844734,24.0,44.68085,177.0
20220710T0800,19.060246,66.77231,18.0,48.51064,301.0
20220710T0900,20.550245,59.77794,23.0,45.31915,428.0
20220710T1000,21.660246,55.343475,29.0,41.48936,586.0
20220710T1100,22.610245,51.05512,33.0,38.93617,733.0
20220710T1200,23.340246,45.787178,7.0,55.531918,781.0
20220710T1300,24.320246,41.538834,9.0,54.255318,886.0
20220710T1400,25.040245,37.21577,0.0,60.0,883.0
20220710T1500,25.220245,34.707153,3.0,58.085106,824.0
20220710T1600,25.100245,33.762177,11.0,52.97872,711.0
20220710T1700,24.780245,33.303185,2.0,58.723404,563.0
20220710T1800,24.160246,34.003735,11.0,52.97872,391.0
20220710T1900,23.060246,35.018265,1.0,59.361702,223.0
20220710T2000,21.400246,39.111374,0.0,60.0,77.0
20220710T2100,19.540245,45.1187,0.0,29.716667,4.0
20220710T2200,18.270245,49.673744,0.0,0.0,0.0
20220710T2300,16.630245,55.462925,1.0,0.0,0.0
20220711T0000,15.440246,61.021812,0.0,0.0,0.0
20220711T0100,14.550245,65.5267,1.2,0.0,0.0
20220711T0200,13.420245,72.04248,4.8,0.0,0.0
20220711T0300,12.840245,76.38044,10.8,0.0,0.0
20220711T0400,12.630245,78.71584,15.6,0.0,0.0
20220711T0500,12.160245,81.52658,7.5000005,17.19264,1.0
20220711T0600,14.290245,73.04359,0.0,60.0,56.0
20220711T0700,16.790245,62.0981,0.0,60.0,194.0
20220711T0800,18.930244,53.07462,0.0,60.0,359.0
20220711T0900,20.810246,45.976402,0.0,60.0,525.0
20220711T1000,22.310246,41.499516,0.0,60.0,673.0
20220711T1100,23.810246,38.688457,4.5,57.12766,796.0
20220711T1200,25.140245,37.6741,4.8,56.93617,876.0
20220711T1300,26.310246,36.290047,6.9,55.595745,908.0
20220711T1400,27.460245,34.548862,0.0,60.0,888.0
20220711T1500,28.260244,32.591034,0.0,60.0,829.0
20220711T1600,28.520245,31.564919,0.0,60.0,705.0
20220711T1700,28.380245,31.610704,4.0,57.44681,556.0
20220711T1800,27.690245,32.76013,0.0,60.0,387.0
20220711T1900,26.340246,33.839687,1.8000001,58.851063,205.0
20220711T2000,24.690245,37.723785,22.2,45.829784,72.0
20220711T2100,22.880245,45.17216,15.6,24.215034,4.0
20220711T2200,20.760244,54.312466,3.9,0.0,0.0
20220711T2300,18.870245,63.50337,2.7,0.0,0.0
20220712T0000,17.640245,68.8988,20.400002,0.0,0.0
20220712T0100,16.520247,74.1849,27.300001,0.0,0.0
20220712T0200,15.910245,77.14115,30.000002,0.0,0.0
20220712T0300,15.370245,80.506035,28.2,0.0,0.0
20220712T0400,15.390245,80.82915,28.500002,0.0,0.0
20220712T0500,15.300245,81.56902,7.2000003,16.375036,1.0
20220712T0600,16.630245,78.43374,21.0,46.595745,54.0
20220712T0700,18.920246,65.65109,12.3,52.148937,192.0
20220712T0800,20.920246,58.579136,27.900002,42.191486,355.0
20220712T0900,23.000246,51.49736,3.6000001,57.70213,522.0
20220712T1000,24.780245,45.79014,2.0,58.723404,659.0
20220712T1100,26.180244,40.236515,3.3000002,57.89362,795.0
20220712T1200,27.350245,35.31301,9.3,54.063828,865.0
20220712T1300,28.440245,30.786411,1.0,59.361702,887.0
20220712T1400,29.420246,26.551632,2.0,58.723404,875.0
20220712T1500,29.990246,24.13771,3.0,58.085106,800.0
20220712T1600,30.150246,22.726097,20.400002,46.97872,685.0
20220712T1700,29.780245,22.977304,27.300001,42.574467,553.0
20220712T1800,29.270245,24.600178,29.400002,41.234043,388.0
20220712T1900,28.410246,23.520588,29.7,41.042553,221.0
20220712T2000,25.710245,31.58765,29.1,41.42553,57.0
20220712T2100,22.550245,43.763035,22.5,21.564095,3.0
20220712T2200,20.740246,50.92872,12.0,0.0,0.0
20220712T2300,19.630245,51.771873,8.400001,0.0,0.0
20220713T0000,17.820246,60.565777,21.6,0.0,0.0
20220713T0100,16.560246,66.505165,15.000001,0.0,0.0
20220713T0200,15.410245,71.98431,18.6,0.0,0.0
20220713T0300,15.260245,73.418816,8.1,0.0,0.0
20220713T0400,14.840245,76.15,2.1000001,0.0,0.0
20220713T0500,14.180245,80.55355,4.8,15.942127,1.0
20220713T0600,16.300245,72.15191,19.5,47.55319,53.0
20220713T0700,19.360245,59.37265,3.0,58.085106,194.0
20220713T0800,22.470245,49.056282,10.8,53.106384,346.0
20220713T0900,25.030245,41.51729,21.300001,46.404255,522.0
20220713T1000,27.200245,34.429016,24.900002,44.10638,662.0
20220713T1100,28.850245,30.201189,10.200001,53.489365,769.0
20220713T1200,30.500246,25.443626,5.1000004,56.744682,831.0
20220713T1300,31.870245,21.492039,10.5,53.29787,836.0
20220713T1400,32.88025,18.561968,8.0,54.893616,802.0
20220713T1500,33.300247,17.28734,14.400001,50.80851,695.0
20220713T1600,33.480247,16.14459,21.0,46.595745,588.0
20220713T1700,33.11025,16.461727,21.6,46.212765,410.0
20220713T1800,32.220245,16.268694,21.300001,46.404255,177.0
20220713T1900,30.690245,25.40802,29.1,41.42553,126.0
20220713T2000,30.660246,16.002426,34.0,38.297874,58.0
20220713T2100,28.880245,20.152584,30.000002,18.83688,2.0
20220713T2200,27.110245,26.30295,30.000002,0.0,0.0
20220713T2300,26.330246,30.11156,59.0,0.0,0.0
20220714T0000,24.690245,34.484596,70.0,0.0,0.0
20220714T0100,22.480246,42.002037,51.0,0.0,0.0
20220714T0200,21.380245,45.269684,18.300001,0.0,0.0
20220714T0300,21.130245,46.191334,22.0,0.0,0.0
20220714T0400,20.870245,49.41192,90.0,0.0,0.0
20220714T0500,20.690245,48.96462,58.0,6.0765963,0.0
20220714T0600,21.550245,46.622524,3.3000002,57.89362,40.0
20220714T0700,23.850245,43.02108,3.0,58.085106,173.0
20220714T0800,27.190245,33.783905,15.000001,50.42553,354.0
20220714T0900,29.310246,32.450275,21.300001,46.404255,495.0
20220714T1000,30.950245,30.722143,4.2000003,57.31915,646.0
20220714T1100,32.360245,27.202213,2.1000001,58.659573,775.0
20220714T1200,33.710247,22.154306,0.0,60.0,860.0
20220714T1300,34.61025,19.760942,6.3,55.97872,889.0
20220714T1400,35.210247,18.067757,8.1,54.82979,857.0
20220714T1500,35.63025,17.350428,3.9,57.510635,801.0
20220714T1600,35.79025,16.499802,7.8,55.02128,633.0
20220714T1700,35.45025,17.320534,24.300001,44.48936,481.0
20220714T1800,34.350246,17.864498,27.6,42.38298,288.0
20220714T1900,33.04025,18.886688,14.0,51.06383,193.0
20220714T2000,30.610245,24.552525,8.0,54.893616,71.0
20220714T2100,27.970245,32.64094,1.0,26.646809,3.0
20220714T2200,26.630245,39.072983,1.5,0.0,0.0
20220714T2300,24.430244,45.452103,7.0,0.0,0.0
20220715T0000,23.210245,47.586044,0.0,0.0,0.0
20220715T0100,21.380245,51.27158,0.0,0.0,0.0
20220715T0200,19.920246,54.166706,0.0,0.0,0.0
20220715T0300,18.760244,55.563454,0.0,0.0,0.0
20220715T0400,17.870245,58.295593,0.0,0.0,0.0
20220715T0500,17.100245,60.555542,0.0,14.85,0.0
20220715T0600,18.170246,56.20454,0.0,60.0,51.0
20220715T0700,20.050245,49.12047,0.0,60.0,185.0
20220715T0800,21.930244,42.882904,0.0,60.0,349.0
20220715T0900,23.580246,38.491337,0.0,60.0,515.0
20220715T1000,25.060246,35.545246,0.0,60.0,662.0
20220715T1100,26.510244,33.933853,0.0,60.0,782.0
20220715T1200,27.610245,32.059883,3.9,57.510635,856.0
20220715T1300,28.400246,29.933609,15.0,50.425533,885.0
20220715T1400,28.930244,27.844791,18.0,48.51064,838.0
20220715T1500,29.370245,26.574297,10.0,53.61702,778.0
20220715T1600,29.570246,25.541857,13.0,51.70213,680.0
20220715T1700,29.350245,25.816656,1.0,59.361702,549.0
20220715T1800,28.470245,26.711884,0.0,60.0,386.0
20220715T1900,27.110245,28.127584,0.0,60.0,217.0
20220715T2000,25.250246,33.346256,0.0,60.0,73.0
20220715T2100,23.020245,40.61462,0.0,26.033333,3.0
20220715T2200,20.420246,49.489,0.0,0.0,0.0
20220715T2300,18.480246,56.05645,0.0,0.0,0.0
20220716T0000,18.000246,57.003643,0.0,0.0,0.0
20220716T0100,18.420246,54.95237,0.0,0.0,0.0
20220716T0200,17.450245,58.78468,0.0,0.0,0.0
20220716T0300,16.960245,60.97381,0.0,0.0,0.0
20220716T0400,15.940246,64.25161,1.8000001,0.0,0.0
20220716T0500,14.150246,71.25858,2.1000001,13.475408,0.0
20220716T0600,15.410245,65.45128,1.2,59.234043,51.0
20220716T0700,17.600245,55.224865,0.0,60.0,186.0
20220716T0800,19.750246,47.59029,0.0,60.0,353.0
20220716T0900,22.010244,41.839222,0.0,60.0,522.0
20220716T1000,24.030245,36.800713,0.0,60.0,674.0
20220716T1100,25.650246,32.094433,0.0,60.0,794.0
20220716T1200,26.820246,28.771496,0.0,60.0,874.0
20220716T1300,27.670246,26.383356,0.0,60.0,904.0
20220716T1400,28.220245,24.133791,0.0,60.0,885.0
20220716T1500,28.690245,23.268663,0.0,60.0,817.0
20220716T1600,28.620245,23.040316,0.0,60.0,704.0
20220716T1700,28.280245,23.387938,0.90000004,59.425533,559.0
20220716T1800,27.610245,24.03775,0.3,59.808514,390.0
20220716T1900,26.500246,23.539888,0.0,60.0,220.0
20220716T2000,24.760244,27.530529,0.0,60.0,74.0
20220716T2100,22.100245,36.39395,0.0,25.166666,3.0
20220716T2200,19.730246,44.15951,0.0,0.0,0.0
20220716T2300,18.450245,48.710518,0.0,0.0,0.0
20220717T0000,17.720245,52.06922,1.5,0.0,0.0
20220717T0100,16.870245,55.48773,4.8,0.0,0.0
20220717T0200,15.820246,59.629272,3.6000001,0.0,0.0
20220717T0300,15.210245,61.891483,0.0,0.0,0.0
20220717T0400,14.430245,65.14239,0.0,0.0,0.0
20220717T0500,14.100245,67.10396,0.0,12.733334,0.0
20220717T0600,15.940246,61.644535,0.0,60.0,50.0
20220717T0700,18.810246,49.483463,0.0,60.0,186.0
20220717T0800,21.040245,42.950638,0.0,60.0,352.0
20220717T0900,23.480246,37.709743,0.0,60.0,521.0
20220717T1000,25.670246,34.365986,0.0,60.0,674.0
20220717T1100,27.400246,30.288244,0.0,60.0,793.0
20220717T1200,28.740246,27.86844,4.8,56.93617,872.0
20220717T1300,30.180244,26.129501,1.5,59.04255,903.0
20220717T1400,31.100245,24.481813,0.0,60.0,884.0
20220717T1500,31.600245,22.993567,0.0,60.0,814.0
20220717T1600,31.750246,22.503115,0.0,60.0,701.0
20220717T1700,31.600245,22.203829,0.6,59.61702,555.0
20220717T1800,30.930244,22.183935,0.90000004,59.425533,388.0
20220717T1900,29.740246,20.832386,0.0,60.0,219.0
20220717T2000,27.210245,25.201677,0.0,60.0,72.0
20220717T2100,24.020245,32.72151,2.1000001,23.740835,2.0
20220717T2200,21.140245,40.10099,5.4,0.0,0.0
20220717T2300,19.640245,44.77631,10.5,0.0,0.0
20220718T0000,18.970245,46.468662,8.1,0.0,0.0
20220718T0100,18.150246,50.016865,0.3,0.0,0.0
20220718T0200,16.690245,55.783596,0.0,0.0,0.0
20220718T0300,15.670245,61.286392,0.0,0.0,0.0
20220718T0400,15.160245,64.99634,0.0,0.0,0.0
20220718T0500,14.570246,69.245895,0.0,11.683333,0.0
20220718T0600,16.550245,63.142056,3.6000001,57.70213,48.0
20220718T0700,19.830246,51.164787,4.5,57.12766,183.0
20220718T0800,23.070246,40.0265,0.3,59.808514,349.0
20220718T0900,25.730246,33.59738,0.0,60.0,517.0
20220718T1000,28.180244,30.465319,0.0,60.0,668.0
20220718T1100,30.050245,29.292492,0.0,60.0,787.0
20220718T1200,31.830246,25.747454,0.0,60.0,864.0
20220718T1300,33.170246,22.378653,0.90000004,59.425533,894.0
20220718T1400,34.220245,20.712318,5.7000003,56.361702,874.0
20220718T1500,34.920246,19.461931,12.6,51.957447,806.0
20220718T1600,35.350246,18.5275,18.0,48.51064,694.0
20220718T1700,35.18025,18.160185,25.500002,43.723404,549.0
20220718T1800,34.640247,18.307726,14.400001,50.80851,383.0
20220718T1900,33.34025,16.329811,11.1,52.914898,214.0
20220718T2000,30.310246,22.331215,9.0,54.255318,70.0
20220718T2100,26.510244,31.79271,0.0,23.416666,2.0
20220718T2200,23.840246,39.76005,0.0,0.0,0.0
20220718T2300,21.900246,48.15356,0.0,0.0,0.0
20220719T0000,20.730246,51.78759,0.0,0.0,0.0
20220719T0100,19.500246,56.128643,0.0,0.0,0.0
20220719T0200,18.310246,59.754795,0.0,0.0,0.0
20220719T0300,17.400246,64.02109,0.0,0.0,0.0
20220719T0400,17.020245,66.38177,0.0,0.0,0.0
20220719T0500,16.600245,67.683365,0.0,10.633333,0.0
20220719T0600,18.060246,63.10828,0.0,60.0,47.0
20220719T0700,21.440245,51.56219,0.0,60.0,183.0
20220719T0800,24.780245,40.67735,0.0,60.0,350.0
20220719T0900,27.720245,33.84281,0.0,60.0,520.0
20220719T1000,30.030245,29.622993,0.0,60.0,671.0
20220719T1100,31.920246,27.503218,0.0,60.0,789.0
20220719T1200,33.470245,24.974165,0.0,60.0,866.0
20220719T1300,34.750248,23.028454,0.0,60.0,894.0
20220719T1400,35.740246,21.51962,0.0,60.0,872.0
20220719T1500,36.470245,19.546696,0.0,60.0,802.0
20220719T1600,36.88025,18.676548,0.0,60.0,690.0
20220719T1700,36.93025,18.739054,1.0,59.361702,544.0
20220719T1800,36.370247,17.885384,7.0,55.531918,377.0
20220719T1900,34.710247,26.531466,13.0,51.70213,203.0
20220719T2000,31.890245,27.184423,23.0,45.31915,53.0
20220719T2100,28.210245,36.03103,14.400001,19.024963,2.0
20220719T2200,26.680244,40.2705,7.0,0.0,0.0
20220719T2300,25.490246,40.579556,17.7,0.0,0.0
20220720T0000,25.410246,40.584023,12.6,0.0,0.0
20220720T0100,24.740246,42.38686,9.6,0.0,0.0
20220720T0200,23.390245,46.88153,17.7,0.0,0.0
20220720T0300,22.570246,49.509735,24.300001,0.0,0.0
20220720T0400,22.330246,53.4685,27.6,0.0,0.0
20220720T0500,22.040245,56.693127,27.300001,6.752784,0.0
20220720T0600,23.550245,53.11875,24.300001,44.48936,43.0
20220720T0700,25.850245,48.144596,24.6,44.29787,160.0
20220720T0800,27.570246,46.280415,16.5,49.468082,252.0
20220720T0900,28.820246,47.186314,11.400001,52.723404,221.0
20220720T1000,29.810246,45.12383,6.3,55.97872,347.0
20220720T1100,29.920246,45.18222,53.0,26.170214,606.0
20220720T1200,31.710245,40.150265,30.000002,40.851063,689.0
20220720T1300,32.95025,36.615875,30.000002,40.851063,761.0
20220720T1400,33.510246,34.64547,45.0,31.276594,721.0
20220720T1500,31.960245,40.94204,26.1,43.34043,624.0
20220720T1600,30.270245,45.622704,34.0,38.297874,525.0
20220720T1700,29.030245,50.56496,26.7,42.957443,323.0
20220720T1800,25.190245,67.29287,29.400002,41.234043,199.0
20220720T1900,21.430244,86.257065,24.6,44.29787,98.0
20220720T2000,21.040245,87.47445,10.0,53.61702,53.0
20220720T2100,20.980246,89.63276,18.0,17.288654,1.0
20220720T2200,20.720245,91.14227,18.0,0.0,0.0
20220720T2300,19.930244,91.78458,54.0,0.0,0.0
20220721T0000,19.820246,92.415596,76.0,0.0,0.0
20220721T0100,19.630245,93.87046,74.0,0.0,0.0
20220721T0200,19.060246,95.81945,74.0,0.0,0.0
20220721T0300,18.720245,95.568275,72.0,0.0,0.0
20220721T0400,18.650246,94.4846,62.0,0.0,0.0
20220721T0500,18.300245,94.591064,57.0,3.2867022,0.0
20220721T0600,18.590246,92.76157,40.0,34.468082,41.0
20220721T0700,20.060246,86.45545,34.0,38.297874,167.0
20220721T0800,21.320246,78.81179,37.0,36.38298,236.0
20220721T0900,22.810246,66.387115,18.0,48.51064,435.0
20220721T1000,24.210245,57.226887,5.0,56.808514,632.0
20220721T1100,25.560246,50.274918,54.0,25.531916,722.0
20220721T1200,26.750246,45.90861,75.0,12.127658,812.0
20220721T1300,27.520245,43.16149,74.0,12.765956,809.0
20220721T1400,28.160246,40.208157,67.0,17.234043,772.0
20220721T1500,28.650246,38.7165,74.0,12.765956,648.0
20220721T1600,28.940245,37.794186,79.0,9.574467,471.0
20220721T1700,29.280245,37.24947,74.0,12.765956,525.0
20220721T1800,29.010244,37.345238,21.0,46.595745,370.0
20220721T1900,27.870245,42.228077,6.0,56.170216,204.0
20220721T2000,25.710245,46.74414,4.0,57.44681,61.0
20220721T2100,22.210245,60.249954,0.0,20.316668,1.0
20220721T2200,20.660246,66.84454,0.0,0.0,0.0
20220721T2300,18.730246,78.69302,21.900002,0.0,0.0
20220722T0000,18.030245,81.763664,0.90000004,0.0,0.0
20220722T0100,17.220245,85.403725,0.0,0.0,0.0
20220722T0200,16.800245,86.86941,0.0,0.0,0.0
20220722T0300,16.530245,87.86503,0.0,0.0,0.0
20220722T0400,16.190247,90.14791,0.0,0.0,0.0
20220722T0500,15.840245,91.47974,0.0,7.2,0.0
20220722T0600,17.110245,87.80265,1.8000001,58.851063,41.0
20220722T0700,19.390245,77.98103,0.3,59.808514,171.0
20220722T0800,21.720245,67.45337,0.0,60.0,334.0
20220722T0900,24.010244,59.510254,0.0,60.0,501.0
20220722T1000,25.840246,54.293667,1.5,59.04255,651.0
20220722T1100,27.690245,49.961685,3.0,58.085106,768.0
20220722T1200,29.260244,45.759514,2.0,58.723404,847.0
20220722T1300,30.620245,40.653385,0.0,60.0,875.0
20220722T1400,31.660246,37.69166,2.7,58.276596,852.0
20220722T1500,32.440247,35.939663,51.0,27.446808,792.0
20220722T1600,32.920246,34.86333,29.7,41.042553,670.0
20220722T1700,33.230247,32.070663,24.6,44.29787,491.0
20220722T1800,31.740246,32.142868,22.800001,45.446804,226.0
20220722T1900,30.080246,41.242344,64.0,19.148937,162.0
